dataset: B
instance: SA
+-----------+
2D Packing Heuristic in Truck P334157205
Min2DVol: 31.652700000000035 [m2]
Stack 0 with items: ['0090017100_26102022009517', '0090017100_26102022009517', '0090017100_26102022015921']
Stack 1 with items: ['0090017100_26102022010257', '0090017100_26102022010257']
Stack 2 with items: ['0090017100_26102022016131', '0090017100_26102022001443']
Stack 3 with items: ['0090017100_26102022015921', '0090017100_26102022008260']
Stack 4 with items: ['0090017100_26102022001443', '0090017100_26102022001443']
Stack 5 with items: ['0090017100_26102022016327', '0090017100_26102022005579', '0090017100_26102022004024']
Stack 6 with items: ['0090017100_26102022016266', '0090017100_26102022016266', '0090017100_26102022016266']
Stack 7 with items: ['0090017100_26102022005161', '0090017100_26102022005161', '0090017100_26102022016266']
Stack 8 with items: ['0090017100_26102022013205', '0090017100_26102022004024', '0090017100_26102022001994']
Stack 9 with items: ['0090017100_26102022005876', '0090017100_26102022005161', '0090017100_26102022005161']
Stack 29 with items: ['0090017100_26102022009741', '0090017100_26102022009741', '0090017100_26102022009741', '0090017100_26102022009741']
Stack 30 with items: ['0090017100_26102022009741', '0090017100_26102022009741', '0090017100_26102022009741', '0090017100_26102022009741']
Stack 31 with items: ['0090017100_26102022009741', '0090017100_26102022007249', '0090017100_26102022009741', '0090017100_26102022009741']
Stack 32 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 33 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 34 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 35 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 36 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 37 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 38 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 39 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 40 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 41 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 42 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 43 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 44 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 45 with items: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 46 with items: ['0090017100_26102022004916', '0090017100_26102022004228', '0090017100_26102022004228', '0090017100_26102022004916']
Stack 47 with items: ['0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781']
Stack 48 with items: ['0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781']
Stack 49 with items: ['0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781']
Stack 50 with items: ['0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781']
Stack 51 with items: ['0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781']
Stack 52 with items: ['0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781', '0090017100_26102022003781']
Stack 53 with items: ['0090017100_26102022003781', '0090017100_26102022003781']
Stacks not packed:
Stack 35 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 36 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 37 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 38 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 39 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 40 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 41 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 42 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 43 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 44 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
Stack 45 missing: ['0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916', '0090017100_26102022004916']
