dataset: B
instance: RM2
+-----------+
2D Packing Heuristic in Truck P309395601
Min2DVol: 24.000000000000014 [m2]
Stack 0 with items: ['0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122']
Stack 1 with items: ['0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122']
Stack 2 with items: ['0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122']
Stack 3 with items: ['0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122']
Stack 4 with items: ['0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122']
Stack 5 with items: ['0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122']
Stack 6 with items: ['0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122']
Stack 7 with items: ['0090038200_26102022005122', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 8 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 9 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 10 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 11 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 12 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 13 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 14 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 15 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 16 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 17 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 18 with items: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 19 with items: ['0090038200_26102022003615', '0090038200_26102022003115', '0090038200_26102022002411']
Stack 4 missing: ['0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122']
Stack 5 missing: ['0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122']
Stack 6 missing: ['0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122', '0090038200_26102022005122']
Stack 7 missing: ['0090038200_26102022005122', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 13 missing: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 14 missing: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 15 missing: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 16 missing: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 17 missing: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
Stack 18 missing: ['0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615', '0090038200_26102022003615']
